id,name_short,name,type,sex,origin,genre,language,year,tracks,second_year
DYSO,DYSO,DYSON,1,1,1,99,99,99,99,99
EaMu,EaMu,Eamon Murray,1,2,1,99,99,99,99,99
EaSh,EaSh,Earl Shelton,1,2,2,99,99,99,99,99
Eben,Eben,Eben Wares,1,2,99,99,99,99,99,99
EdDr,EdDr,Ed Drewett,1,2,1,99,99,99,99,99
EdSh,EdSh,Ed Sheeran,1,2,1,99,99,99,99,99
Eddi,Eddi,"Eddie ""Krack Keys"" Montilla",1,2,2,99,99,99,99,99
Eddie,Eddie,Eddie Taylor,1,2,2,99,99,99,99,99
Edga,Edga,Edgar Key,1,99,99,99,99,99,99,99
Edit,Edit,Edith Piaf,1,1,5,99,99,99,99,99
EgWh,EgWh,Eg White,1,2,1,99,99,99,99,99
ELCA,ELCA,EL CAPITXN,1,2,10,99,99,99,99,99
Elij,Elij,Elijah Blake,1,2,10,99,99,99,99,99
Ella,Ella,Ella Mai,1,1,1,99,99,99,99,99
Elle,Elle,Ellen Berg,1,1,9,99,99,99,99,99
Ellie,Ellie,Ellie Greenwich,1,1,2,99,99,99,99,99
Ellis,Ellis,Ellis Miah,1,2,2,99,99,99,99,99
Elof,Elof,Elof Loelv,1,2,9,99,99,99,99,99
Eloh,Eloh,Elohim,1,1,2,99,99,99,99,99
Elto,Elto,Elton John,1,2,1,99,99,99,99,99
Eltv,Eltv,Eltvo,1,99,99,99,99,99,99,99
ElvinBi,ElvinBi,Elvin Bishop,1,2,2,99,99,99,99,99
ElvinSm,ElvinSm,Elvin Smith,1,2,1,99,99,99,99,99
EmeliSa,EmeliSa,Emeli Sandé,1,1,1,99,99,99,99,99
EmHa,EmHa,Emile Haynie,1,2,2,99,99,99,99,99
Emily,Emily,Emily Warren,1,1,2,99,99,99,99,99
Emil,Emil,Emily Weisband,1,1,2,99,99,99,99,99
Emin,Emin,Eminem,1,2,2,99,99,99,99,99
Erez,Erez,Erez Eisen,1,2,10,99,99,99,99,99
EricBe,EricBe,Eric Bellinger,1,2,2,99,99,99,99,99
EricCa,EricCa,Eric Carmen,1,2,2,99,99,99,99,99
EricDa,EricDa,Eric Dawkins,1,2,2,99,99,99,99,99
ErMc,ErMc,Eric McIntosh,1,2,2,99,99,99,99,99
EricSt,EricSt,Eric Stewart,1,2,1,99,99,99,99,99
EricWo,EricWo,Eric Woolfson,1,2,1,99,99,99,99,99
ErSe,ErSe,Erick Sermon,1,2,2,99,99,99,99,99
ErAl,ErAl,Erik Alcock,1,2,7,99,99,99,99,99
ErBo,ErBo,Erik Bodin,1,2,9,99,99,99,99,99
ErikRe,ErikRe,Erik Reyes-Ortiz,1,2,2,99,99,99,99,99
Erne,Erne,Ernest Clark,1,2,2,99,99,99,99,99
Erro,Erro,Errol Reid,1,99,99,99,99,99,99,99
Eske,Eske,Eskeerdo,1,2,2,99,99,99,99,99
Este,Este,Ester Dean,1,1,2,99,99,99,99,99
Etta,Etta,Etta Zelmani,1,1,9,99,99,99,99,99
Euge,Euge,Eugene Record,1,2,2,99,99,99,99,99
Ewar,Ewar,Ewart Abner,1,2,2,99,99,99,99,99
Ezra,Ezra,Ezra Koenig,1,2,2,99,99,99,99,99
FuT,FuT,F&T,1,99,99,99,99,99,99,99
Fait,Fait,Faith Evans,1,1,2,99,99,99,99,99
Fall,Fall,Fallin' Dild,1,99,99,99,99,99,99,99
Fars,Fars,Farsi,1,99,99,99,99,99,99,99
Fath,Fath,Father John Misty,1,2,2,99,99,99,99,99
Feli,Feli,Felix Bernard,1,2,2,99,99,99,99,99
Fern,Fern,Fernando Garibay,1,2,2,99,99,99,99,99
Fift,Fift,Fifty Shades of grey by various artists,2,55,55,12,1,2015,16,55
Fine,Fine,Fine Line by Harry Styles,2,55,55,1,1,2020,12,55
FINN,FINN,FINNEAS,1,2,2,99,99,99,99,99
Fion,Fion,Fiona Bevan,1,1,1,99,99,99,99,99
Flip,Flip,Flippa,1,2,99,99,99,99,99,99
Fluk,Fluk,Flukes,1,99,99,99,99,99,99,99
folk,folk,folklore by Taylor Swift,2,55,55,5,1,2020,16,55
Fonc,Fonc,Fonce Mizell,1,2,2,99,99,99,99,99
Four,Four,Four by One Direction,2,55,55,1,1,2014,12,55
FoVa,FoVa,Foy Vance,1,2,1,99,99,99,99,99
Franc,Franc,Frances,1,1,1,99,99,99,99,99
Franco,Franco,François De Roubaix,1,2,5,99,99,99,99,99
FrankD,FrankD,Frank Dukes,1,2,7,99,99,99,99,99
FrankL,FrankL,Frank Loesser,1,2,2,99,99,99,99,99
FrankOc,FrankOc,Frank Ocean,1,2,2,99,99,99,99,99
FrankR,FrankR,Frank Rodgers,1,2,2,99,99,99,99,99
FrankT,FrankT,Frank Tirado,1,99,99,99,99,99,99,99
FranzS,FranzS,Franz Schubert,1,2,10,99,99,99,99,99
FranzX,FranzX,Franz Xaver Gruber,1,2,4,99,99,99,99,99
Fras,Fras,Fraser T. Smith,1,2,1,99,99,99,99,99
Fred,Fred,Fred again,1,2,1,99,99,99,99,99
FredB,FredB,Fred Ball,1,2,10,99,99,99,99,99
FrFa,FrFa,Fred Fairbrass,1,2,1,99,99,99,99,99
FredJ,FredJ,Fred Jerkins III,1,2,2,99,99,99,99,99
Fredd,Fredd,Freddie Mercury,1,2,10,99,99,99,99,99
FreddiePe,FreddiePe,Freddie Perren,1,2,2,99,99,99,99,99
FrCo,FrCo,Frederick Cox,1,2,1,99,99,99,99,99
Fredr,Fredr,"Fredrik ""Figge"" Boström",1,2,9,99,99,99,99,99
Fredri,Fredri,Fredrik Thomander,1,2,9,99,99,99,99,99
FrWa,FrWa,Fredrik Wallin,1,2,9,99,99,99,99,99
FrWr,FrWr,FredWreck,1,2,10,99,99,99,99,99
Freq,Freq,Frequency,1,2,2,99,99,99,99,99
Frod,Frod,Frode Fjellheim,1,2,10,99,99,99,99,99
Froz,Froz,Frozen (Original Motion Picture Soundtrack) by Various Artists,2,55,55,12,1,2014,32,55
Fumi,Fumi,Fumiya Fujii,1,2,10,99,99,99,99,99
Fura,Fura,Furaha,1,99,99,99,99,99,99,99
Future,Future,Future,1,2,2,99,99,99,99,99
Futu,Futu,Future Nostalgia by Dua Lipa,2,55,55,1,1,2020,11,55
Gare,Gare,Gareth McGrillen,1,2,8,99,99,99,99,99
Garl,Garl,Garland Sebastian Mosley,1,2,2,99,99,99,99,99
GarthPo,GarthPo,Garth Porter,1,2,10,99,99,99,99,99
Garu,Garu,Garu Jackson,1,2,2,99,99,99,99,99
GaryLi,GaryLi,Gary Lightbody,1,2,1,99,99,99,99,99
GaDe,GaDe,Gaye Delorme,1,2,7,99,99,99,99,99
GeRe,GeRe,Gene Redd,1,2,2,99,99,99,99,99
Geof,Geof,Geoff Mack,1,2,8,99,99,99,99,99
GeSa,GeSa,Geoffrey Sarubbi,1,2,2,99,99,99,99,99
Geol,Geol,Geologist,1,2,2,99,99,99,99,99
GeorgH,GeorgH,Georg Hólm,1,2,10,99,99,99,99,99
GeBr,GeBr,George Brown,1,2,2,99,99,99,99,99
Geor,Geor,George Harrison,1,2,1,99,99,99,99,99
GNBo,GNBo,George Noah Booth,1,2,1,99,99,99,99,99
GeorgeNo,GeorgeNo,George Nozuka,1,2,2,99,99,99,99,99
GeorgePo,GeorgePo,George Porter Jr,1,2,2,99,99,99,99,99
GeWi,GeWi,George Williams,1,2,2,99,99,99,99,99
Gera,Gera,Gerald Eaton,1,2,10,99,99,99,99,99
Ghos,Ghos,Ghost Stories by Coldplay,2,55,55,1,1,2014,9,55
GHST,GHST,GHSTLOOP,1,99,99,99,99,99,99,99
GianPi,GianPi,Gian Piero Reverberi,1,2,6,99,99,99,99,99
Gigi,Gigi,Gigi (JPN),1,99,99,99,99,99,99,99
GiorgioMo,GiorgioMo,Giorgio Moroder,1,2,6,99,99,99,99,99
GiorgioTu,GiorgioTu,Giorgio Tuinfort,1,2,10,99,99,99,99,99
GIRL,GIRL,GIRLI,1,1,1,99,99,99,99,99
Glad,Glad,Gladius,1,2,99,99,99,99,99,99
Goro,Goro,Goro. T,1,99,99,99,99,99,99,99
Grae,Grae,Graeme Hogg,1,2,1,99,99,99,99,99
Grah,Grah,Graham Edwards,1,2,1,99,99,99,99,99
GrahamGo,GrahamGo,Graham Gouldman,1,2,1,99,99,99,99,99
Gran,Gran,Grandmaster Flash,1,2,2,99,99,99,99,99
GregKu,GregKu,Greg Kurstin,1,2,2,99,99,99,99,99
GregM,GregM,Greg McKee,1,2,2,99,99,99,99,99
GregWe,GregWe,Greg Wells,1,2,7,99,99,99,99,99
Guar,Guar,"Guardians of the Galaxy: Awesome Mix, Vol. 1 by Various Artists",2,55,55,12,1,2014,12,55
Gust,Gust,Gusten Dahlqvist,1,2,9,99,99,99,99,99
GuyB,GuyB,Guy Berryman,1,2,1,99,99,99,99,99
GuyMa,GuyMa,Guy-Manuel de Homem-Christo,1,2,5,99,99,99,99,99
GwenGo,GwenGo,Gwen Gordy Fuqua,1,1,2,99,99,99,99,99
HER,HER,H.E.R.,1,1,2,99,99,99,99,99
HSuz,HSuz,H.Suzuki,1,99,99,99,99,99,99,99
HaWi,HaWi,Håkan Wirenstrand,1,2,9,99,99,99,99,99
HalD,HalD,Hal David,1,2,2,99,99,99,99,99
Hals,Hals,Halsey,1,1,2,99,99,99,99,99
Happ,Happ,Happy Perez,1,2,2,99,99,99,99,99
Hard,Hard,Hardwired…To Self-Destruct,2,55,55,9,1,2016,55,55
HarryRu,HarryRu,Harry Ruby,1,2,2,99,99,99,99,99
HarrySi,HarrySi,Harry Simeone,1,2,2,99,99,99,99,99
HarrySt,HarrySt,Harry Styles,1,2,1,99,99,99,99,99
HaSt,HaSt,Harry Styles by Harry Styles,2,55,55,1,1,2017,10,55
Harr,Harr,Harry Syles,1,2,1,99,99,99,99,99
HARV,HARV,HARV,1,2,2,99,99,99,99,99
Have,Have,Haven Gillespie,1,2,2,99,99,99,99,99
Haze,Haze,HazeBanga,1,2,2,99,99,99,99,99
HenryO,HenryO,Henry Onorati,1,2,99,99,99,99,99,99
Herb,Herb,Herb Rooney J,1,2,2,99,99,99,99,99
Herv,Herv,Hervé,1,2,5,99,99,99,99,99
HIKA,HIKA,HIKARI (JPN),1,2,10,99,99,99,99,99
Hild,Hild,Hilda,1,1,9,99,99,99,99,99
Hill,Hill,Hillary Lindsey,1,1,2,99,99,99,99,99
Hiro,Hiro,Hiroo Ooyagi,1,2,10,99,99,99,99,99
HisN,HisN,Hiss Noise,1,2,10,99,99,99,99,99
HitB,HitB,Hit-Boy,1,2,2,99,99,99,99,99
Hitmaka,Hitmaka,Hitmaka,1,2,2,99,99,99,99,99
hitman,hitman,hitman Bang,1,2,10,99,99,99,99,99
Holl,Holl,Hollywood's Bleeding by Post Malone,2,55,55,2,1,2020,17,55
HoSt,HoSt,Homer Steinweiss,1,2,2,99,99,99,99,99
Howl,Howl,Howlin‘Wolf,1,2,2,99,99,99,99,99
hs,hs,hs (JPN),1,99,99,99,99,99,99,99
Hugh,Hugh,Hugh Martin,1,2,2,99,99,99,99,99
Huma,Huma,Human by Rag 'n' Bone Man,2,55,55,7,1,2017,12,55
Humb,Humb,Humberto Gatica,1,2,10,99,99,99,99,99
Hund,Hund,Hundred Plus,1,99,99,99,99,99,99,99
HYDR,HYDR,HYDRANT (JPN),1,99,99,99,99,99,99,99
HYPE,HYPE,HYPER SLIPPER,1,99,99,99,99,99,99,99
IanF,IanF,Ian Franzino,1,2,2,99,99,99,99,99
IanK,IanK,Ian Kirkpatrick,1,2,10,99,99,99,99,99
Icec,Icec,Icecream drum,1,99,99,99,99,99,99,99
iiSA,iiSA,iiSAK (JPN),1,99,99,99,99,99,99,99
IDaP,IDaP,IllaDaProducer,1,2,2,99,99,99,99,99
Illa,Illa,Illangelo,1,2,7,99,99,99,99,99
Ilse,Ilse,Ilsey,1,1,2,99,99,99,99,99
ILYA,ILYA,ILYA,1,2,9,99,99,99,99,99
Imog,Imog,Imogen Heap,1,1,1,99,99,99,99,99
InTh,InTh,In The Lonely Hour by Sam Smith,2,55,55,1,1,2014,10,2015
InWr,InWr,Ina Wroldsen,1,1,10,99,99,99,99,99
Infa,Infa,Infamous,1,2,2,99,99,99,99,99
Ingr,Ingr,Ingrid,1,99,99,99,99,99,99,99
IrvingB,IrvingB,Irving Berlin,1,2,10,99,99,99,99,99
IrvingW,IrvingW,Irving Wallman,1,99,99,99,99,99,99,99
Ishu,Ishu,Ishu,1,99,99,99,99,99,99,99
Ivan,Ivan,Ivan Jackson,1,2,2,99,99,99,99,99
JHus,JHus,J Hus,1,2,1,99,99,99,99,99
JBo,JBo,J-Bo,1,2,2,99,99,99,99,99
jhop,jhop,j-hope,1,2,10,99,99,99,99,99
JRoc,JRoc,J-Roc,1,2,2,99,99,99,99,99
J.Fre,J.Fre,J. Fred Coots,1,2,2,99,99,99,99,99
JCCh,JCCh,J.C. Chasez,1,2,2,99,99,99,99,99
JTCu,JTCu,J.T. Cure,1,2,2,99,99,99,99,99
JuT,JuT,J&T (JPN),1,2,10,99,99,99,99,99
JaAn,JaAn,Jack Antonoff,1,2,2,99,99,99,99,99
JackW,JackW,Jack White,1,2,2,99,99,99,99,99
Jacknife,Jacknife,Jacknife Lee,1,2,10,99,99,99,99,99
JacobK,JacobK,Jacob Kasher,1,2,2,99,99,99,99,99
JacobL,JacobL,Jacob Luttrell,1,2,99,99,99,99,99,99
Jada,Jada,Jadakiss,1,2,2,99,99,99,99,99
JaSw,JaSw,Jahaan Sweet,1,2,2,99,99,99,99,99
JaHo,JaHo,Jake Hooker,1,2,2,99,99,99,99,99
JaTo,JaTo,Jake Torrey,1,2,2,99,99,99,99,99
JaJe,JaJe,Jakob Jerlstroem,1,2,9,99,99,99,99,99
JamesBa,JamesBa,James Bauer-Mein,1,2,1,99,99,99,99,99
JamesB,JamesB,James Blake,1,2,1,99,99,99,99,99
Jame,Jame,James F Reynolds,1,2,1,99,99,99,99,99
JaFa,JaFa,James Fauntleroy,1,2,2,99,99,99,99,99
JamesG,JamesG,James G. Morales,1,2,99,99,99,99,99,99
JamesH,JamesH,James Hetfield,1,2,2,99,99,99,99,99
JamesLo,JamesLo,James Lord Pierpont,1,2,2,99,99,99,99,99
JamesP,JamesP,James Page,1,2,1,99,99,99,99,99
JamesW,JamesW,James Worthy,1,2,2,99,99,99,99,99
JaHa,JaHa,Jamie Hartman,1,2,1,99,99,99,99,99
JaSc,JaSc,Jamie Scott,1,2,1,99,99,99,99,99
Jamiex,Jamiex,Jamie xx,1,2,1,99,99,99,99,99
JaBo,JaBo,Janez Boncina,1,2,10,99,99,99,99,99
JannAr,JannAr,Jann Arden,1,1,7,99,99,99,99,99
JasonE,JasonE,Jason Evigan,1,2,2,99,99,99,99,99
JasonI,JasonI,Jason Isbell,1,2,2,99,99,99,99,99
JaVa,JaVa,JaVale McGee,1,2,2,99,99,99,99,99
JayLi,JayLi,Jay Livingston,1,2,2,99,99,99,99,99
JayW.J,JayW.J,Jay W. Johnson,1,2,2,99,99,99,99,99
JAYZ,JAYZ,JAY-Z,1,2,2,99,99,99,99,99
Jayr,Jayr,Jayrah Gibson,1,2,2,99,99,99,99,99
JeMa,JeMa,Jean Matyka,1,2,2,99,99,99,99,99
JeffBa,JeffBa,Jeff Barry,1,2,2,99,99,99,99,99
JeBh,JeBh,Jeff Bhasker,1,2,2,99,99,99,99,99
JeffLy,JeffLy,Jeff Lynne,1,2,1,99,99,99,99,99
JeffSi,JeffSi,Jeff Silverman,1,2,2,99,99,99,99,99
Jepp,Jepp,Jeppe Laursen,1,2,10,99,99,99,99,99
JeRv,JeRv,Jeremy Reeves,1,2,2,99,99,99,99,99
JeRu,JeRu,Jeremy Ruzumna,1,2,2,99,99,99,99,99
Jere,Jere,Jeremy Snyder,1,2,99,99,99,99,99,99
JeAt,JeAt,Jérôme Attal,1,2,5,99,99,99,99,99
Jerr,Jerr,Jerry West,1,2,2,99,99,99,99,99
JesseF,JesseF,Jesse Frasure,1,99,99,99,99,99,99,99
JesseS,JesseS,Jesse Shatkin,1,2,2,99,99,99,99,99
Jessi,Jessi,Jessica Agombar,1,1,1,99,99,99,99,99
JessieL,JessieL,Jessie Lauren Foutz,1,1,2,99,99,99,99,99
JessieR,JessieR,Jessie Reyez,1,1,7,99,99,99,99,99
JessieW,JessieW,Jessie Ware,1,1,1,99,99,99,99,99
JHar,JHar,JHart,1,2,1,99,99,99,99,99
JimIr,JimIr,Jim Irvin,1,2,1,99,99,99,99,99
JimVa,JimVa,Jim Vallance,1,2,7,99,99,99,99,99
JiWa,JiWa,Jim Walters,1,2,2,99,99,99,99,99
Jimi,Jimi,Jimin (BTS),1,2,10,99,99,99,99,99
JimmieGr,JimmieGr,Jimmie Grier,1,2,2,99,99,99,99,99
JimmyG,JimmyG,Jimmy Giannos,1,2,2,99,99,99,99,99
JimmyJ,JimmyJ,Jimmy Joker,1,2,10,99,99,99,99,99
JimmyN,JimmyN,Jimmy Napes,1,2,1,99,99,99,99,99
JimmyR,JimmyR,Jimmy Reed,1,2,2,99,99,99,99,99
JimmyVa,JimmyVa,Jimmy Van Heusen,1,2,2,99,99,99,99,99
JIN,JIN,JIN (BTS),1,2,10,99,99,99,99,99
JINB,JINB,JINBO,1,2,10,99,99,99,99,99
JoHi,JoHi,Jo Hill,1,1,1,99,99,99,99,99
Joak,Joak,Joakim Björnberg,1,99,99,99,99,99,99,99
JoanJa,JoanJa,Joan Javits,1,1,2,99,99,99,99,99
JoanJe,JoanJe,Joan Jett,1,1,2,99,99,99,99,99
JoeA,JoeA,Joe Alwyn,1,2,1,99,99,99,99,99
JoeF,JoeF,Joe Femi Griffith,1,99,99,99,99,99,99,99
JoeR,JoeR,Joe Reeves,1,2,1,99,99,99,99,99
JoSc,JoSc,Joe Scott,1,2,2,99,99,99,99,99
JoeWa,JoeWa,Joe Walsh,1,2,2,99,99,99,99,99
JoelLi,JoelLi,Joel Little,1,2,10,99,99,99,99,99
JoeyCh,JoeyCh,Joey Chavez,1,2,2,99,99,99,99,99
JohanCa,JohanCa,Johan Carlsson,1,2,9,99,99,99,99,99
JohnB,JohnB,John Bonham – Schlagzeuger,1,2,1,99,99,99,99,99
JohnD,JohnD,John Deacon,1,2,1,99,99,99,99,99
JohnFr,JohnFr,John Freeman Young,1,2,2,99,99,99,99,99
JohnHe,JohnHe,John Henry Hopkins Jr.,1,2,2,99,99,99,99,99
JohnHi,JohnHi,John Hill,1,2,2,99,99,99,99,99
JohnLe,JohnLe,John Legend,1,2,2,99,99,99,99,99
JohnL,JohnL,John Lennon,1,2,1,99,99,99,99,99
JohnLo,JohnLo,John Lomax,1,99,99,99,99,99,99,99
JohnMa,JohnMa,John Mayer,1,2,2,99,99,99,99,99
JohnMe,JohnMe,John Meredith Wicks,1,2,2,99,99,99,99,99
JohnN,JohnN,John Newton,1,2,2,99,99,99,99,99
JohnP,JohnP,John Paul Jones – Bassist,1,2,1,99,99,99,99,99
JRCo,JRCo,John Richard Cornwall,1,2,8,99,99,99,99,99
JohnR,JohnR,John Ryan,1,2,2,99,99,99,99,99
JohnWi,JohnWi,John Wilson,1,2,2,99,99,99,99,99
JohnWo,JohnWo,John Wold,1,99,99,99,99,99,99,99
JoFl,JoFl,Johnny Flippin,1,2,2,99,99,99,99,99
JohnnyMa,JohnnyMa,Johnny Marks,1,2,2,99,99,99,99,99
JohnnyMc,JohnnyMc,Johnny McDaid,1,2,1,99,99,99,99,99
JohnnyMo,JohnnyMo,Johnny Moore,1,2,2,99,99,99,99,99
JohnnyRi,JohnnyRi,Johnny Richards,1,2,2,99,99,99,99,99
John,John,Johntá Austin,1,2,2,99,99,99,99,99
JonBe,JonBe,Jon Bellion,1,2,2,99,99,99,99,99
JonHo,JonHo,Jon Hopkins,1,2,1,99,99,99,99,99
JoIn,JoIn,Jon Ingoldsby,1,2,2,99,99,99,99,99
JonK,JonK,Jon Keep,1,2,1,99,99,99,99,99
JonL,JonL,Jon Levine,1,2,7,99,99,99,99,99
Jonatha,Jonatha,Jonatha Brooke,1,1,2,99,99,99,99,99
JoYi,JoYi,Jonathan Yip,1,2,2,99,99,99,99,99
JonnyB,JonnyB,Jonny Buckland,1,2,1,99,99,99,99,99
JonnyC,JonnyC,Jonny Coffer,1,2,1,99,99,99,99,99
JonnyGr,JonnyGr,Jonny Griffen,1,2,1,99,99,99,99,99
Jóns,Jóns,Jónsi,1,2,10,99,99,99,99,99
Jorda,Jorda,Jordan Frost,1,99,99,99,99,99,99,99
Jord,Jord,Jordan K. Johnson,1,2,2,99,99,99,99,99
JordanUl,JordanUl,Jordan Ullman,1,2,7,99,99,99,99,99
JordanW,JordanW,Jordan Ware,1,2,2,99,99,99,99,99
JoseF,JoseF,José Feliciano,1,2,10,99,99,99,99,99
JosefMy,JosefMy,Josef Myrow,1,2,10,99,99,99,99,99
Jose,Jose,Joseph Frierson,1,2,99,99,99,99,99,99
JosephMod,JosephMod,Joseph Modeliste,1,2,2,99,99,99,99,99
JosephMoh,JosephMoh,Joseph Mohr,1,2,10,99,99,99,99,99
Josh,Josh,Josh Gudwin,1,2,2,99,99,99,99,99
JoshMo,JoshMo,Josh Mosser,1,2,99,99,99,99,99,99
JoshuaG,JoshuaG,Joshua Gudwin,1,2,2,99,99,99,99,99
JoshuaL,JoshuaL,Joshua Lopez,1,2,99,99,99,99,99,99
JoshuaW,JoshuaW,Joshua Williams,1,2,7,99,99,99,99,99
JoLu,JoLu,Joyner Lucas,1,2,2,99,99,99,99,99
JPro,JPro,JProof,1,2,2,99,99,99,99,99
JRM,JRM,JRM,1,99,99,99,99,99,99,99
Juic,Juic,Juicy J,1,2,2,99,99,99,99,99
Jule,Jule,Jule Styne,1,2,1,99,99,99,99,99
JuliaM,JuliaM,Julia Michaels,1,1,2,99,99,99,99,99
JuliaR,JuliaR,Julia Ross,1,1,2,99,99,99,99,99
JuBu,JuBu,Julian Bunetta,1,2,2,99,99,99,99,99
JulianCa,JulianCa,Julian Casablancas,1,2,2,99,99,99,99,99
JulienAr,JulienAr,Julien Arias,1,2,5,99,99,99,99,99
July,July,July Jones,1,1,1,99,99,99,99,99
Jungk,Jungk,Jung Kook,1,2,10,99,99,99,99,99
Juni,Juni,Junior Jokinen,1,99,99,99,99,99,99,99
JuBl,JuBl,Just Blaze,1,2,2,99,99,99,99,99
JustinBi,JustinBi,Justin Bieber,1,2,7,99,99,99,99,99
JustinPar,JustinPar,Justin Parker,1,2,1,99,99,99,99,99
JustinPau,JustinPau,Justin Paul,1,2,2,99,99,99,99,99
JustinTi,JustinTi,Justin Timberlake,1,2,2,99,99,99,99,99
JustinTr,JustinTr,Justin Tranter,1,2,2,99,99,99,99,99
JustinV,JustinV,Justin Vernon,1,2,2,99,99,99,99,99
JustinW,JustinW,Justin Weaver,1,2,99,99,99,99,99,99
Juve,Juve,Juvenile,1,2,2,99,99,99,99,99
Knan,Knan,K'naan,1,2,10,99,99,99,99,99
Kaan,Kaan,Kaan Günesberk,1,2,7,99,99,99,99,99
Kami,Kami,Kamikaze by Eminem,2,55,55,2,1,2018,13,55
KAMIL,KAMIL,KAMILLE,1,1,1,99,99,99,99,99
Kand,Kand,Kandi,1,1,2,99,99,99,99,99
Kany,Kany,Kanye West,1,2,2,99,99,99,99,99
Kare,Kare,Karen O,1,1,10,99,99,99,99,99
KarenT,KarenT,Karen Thronton,1,1,99,99,99,99,99,99
Karl,Karl,Karl Rubin,1,2,99,99,99,99,99,99
KASS,KASS,KASS,1,2,10,99,99,99,99,99
Kath,Kath,Katherine Kennicott Davis,1,1,2,99,99,99,99,99
KaLa,KaLa,Katia Landreas,1,1,5,99,99,99,99,99
KatyPe,KatyPe,Katy Perry,1,1,2,99,99,99,99,99
Kave,Kave,Kaveh Rastegar,1,2,7,99,99,99,99,99
KayGe,KayGe,Kay Gee,1,2,2,99,99,99,99,99
Kayd,Kayd,Kaydence,1,1,2,99,99,99,99,99
KAYT,KAYT,KAYTRANADA,1,2,10,99,99,99,99,99
Keno,Keno,Ke'noe,1,2,2,99,99,99,99,99
Ke‘no,Ke‘no,Ke‘noe,1,2,2,99,99,99,99,99
Kehl,Kehl,Kehlani,1,1,2,99,99,99,99,99
Keit,Keit,Keith Richards,1,2,1,99,99,99,99,99
KellyCl,KellyCl,Kelly Clarkson,1,1,2,99,99,99,99,99
KellyLu,KellyLu,Kelly Lumpkins,1,1,99,99,99,99,99,99
KeHe,KeHe,Ken Hensley,1,2,1,99,99,99,99,99
Kend,Kend,Kendrick Lamar,1,2,2,99,99,99,99,99
Kenn,Kenn,Kennedi,1,1,2,99,99,99,99,99
Kens,Kens,Kenshi Yonezu,1,2,10,99,99,99,99,99
Kenz,Kenz,Kenza Samir,1,1,99,99,99,99,99,99
Kesi,Kesi,Kesi Dryden,1,2,1,99,99,99,99,99
KevinCol,KevinCol,"Kevin ""Colione"" Crowe",1,2,2,99,99,99,99,99
Kevinbo,Kevinbo,Kevin borg,1,2,10,99,99,99,99,99
KeBr,KeBr,Kevin Briggs,1,2,2,99,99,99,99,99
KevinC,KevinC,Kevin Cossom,1,2,2,99,99,99,99,99
KevinG,KevinG,Kevin Garrett,1,2,99,99,99,99,99,99
KevinGo,KevinGo,Kevin Gomringer,1,2,3,99,99,99,99,99
Kevin,Kevin,Kevin Hicks,1,2,99,99,99,99,99,99
KevinK,KevinK,Kevin Kadish,1,2,2,99,99,99,99,99
KevinMc,KevinMc,Kevin McCall,1,2,2,99,99,99,99,99
KevinM,KevinM,Kevin McConnell,1,99,99,99,99,99,99,99
Kevi,Kevi,Kevin Olusola,1,2,2,99,99,99,99,99
KevinP,KevinP,Kevin Parker,1,2,10,99,99,99,99,99
KevinRa,KevinRa,Kevin Randolph,1,2,99,99,99,99,99,99
KeYW,KeYW,KeY Wane,1,2,2,99,99,99,99,99
Khal,Khal,Khalid,1,2,2,99,99,99,99,99
KidC,KidC,Kid Culture,1,2,2,99,99,99,99,99
KidH,KidH,Kid Harpoon,1,2,1,99,99,99,99,99
KimFo,KimFo,Kim Fowley,1,2,2,99,99,99,99,99
KimG,KimG,Kim Gannon,1,2,2,99,99,99,99,99
KiGi,KiGi,King Gizmo,1,2,2,99,99,99,99,99
Kirs,Kirs,Kirstin Maldonado,1,1,2,99,99,99,99,99
Kita,Kita,Kitagawa Yujin,1,2,10,99,99,99,99,99
Kjar,Kjar,Kjartan Sveinsson,1,2,10,99,99,99,99,99
Klas,Klas,Klas Åhlund,1,2,9,99,99,99,99,99
Kodi,Kodi,Kodi Starr,1,99,99,99,99,99,99,99
Kohe,Kohe,Kohei Ohkura,1,99,99,99,99,99,99,99
Kohs,Kohs,Kohsuke Oshima,1,2,10,99,99,99,99,99
Koic,Koic,Koichiro Muroya,1,2,10,99,99,99,99,99
Kouj,Kouj,Koji Makaino,1,2,10,99,99,99,99,99
Kont,Kont,Kontantin Scherer,1,2,3,99,99,99,99,99
KoolK,KoolK,Kool Kojak,1,2,2,99,99,99,99,99
KoolR,KoolR,Kool Rock Ski,1,2,99,99,99,99,99,99
Kosu,Kosu,Kosuke Morimoto,1,2,10,99,99,99,99,99
KOZ,KOZ,KOZ,1,2,7,99,99,99,99,99
KristenAn,KristenAn,Kristen Anderson-Lopez,1,1,2,99,99,99,99,99
Kris,Kris,Kristian Lundin,1,2,9,99,99,99,99,99
Krys,Krys,Krysta Youngs,1,1,2,99,99,99,99,99
Kyla,Kyla,Kyla,1,1,1,99,99,99,99,99
Labr,Labr,Labrinth,1,2,1,99,99,99,99,99
LadyGa,LadyGa,Lady Gaga,1,1,2,99,99,99,99,99
LaMa,LaMa,LaMar Seymour,1,99,99,99,99,99,99,99
Lana,Lana,Lana Del Rey,1,1,2,99,99,99,99,99
